Центральный федеральный округ;Калужская Область;Думиничский район;2000
Центральный федеральный округ;Калужская Область;Ермолино;2000
Центральный федеральный округ;Калужская Область;Жиздренский район;2000
Центральный федеральный округ;Калужская Область;Жуковский район;2000
Центральный федеральный округ;Калужская Область;Износковский район;2000
Центральный федеральный округ;Калужская Область;Кировский район;2000
Центральный федеральный округ;Калужская Область;Козельский район;2000
Центральный федеральный округ;Калужская Область;Куйбышевский район;2000
Центральный федеральный округ;Калужская Область;Людиновский район;2000
Центральный федеральный округ;Калужская Область;Малоярославецкий район;1700
Центральный федеральный округ;Калужская Область;Медынский район;2000
Центральный федеральный округ;Калужская Область;Мещовский район;2000
Центральный федеральный округ;Калужская Область;Мосальский район;2000
Центральный федеральный округ;Калужская Область;Перемышльский район;2000
Центральный федеральный округ;Калужская Область;Спас-Деменский район;2000
Центральный федеральный округ;Калужская Область;Сухиничский;2000
Центральный федеральный округ;Калужская Область;Тарусский;2000
Центральный федеральный округ;Калужская Область;Ульяновский район;2000
Центральный федеральный округ;Калужская Область;Ферзиковский район;2000
Центральный федеральный округ;Калужская Область;Хвастовичский район;2000
Центральный федеральный округ;Калужская Область;Юхновский район;2000
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;г. Баксан;2400
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;г. Нальчик;2400
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;г. Прохладный;2400
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;Майский район;2400
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;Терский район;2400
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;Урванский район;2400
Северо-Кавказский федеральный округ;Кабардино-Балкарская Республика;Чегемский район;2400
Северо-Кавказский федеральный округ;Карачаево-Черкесская Республика;г. Черкесск;2400
Северо-Кавказский федеральный округ;Карачаево-Черкесская Республика;Карачаевский район;2400
Северо-Кавказский федеральный округ;Карачаево-Черкесская Республика;Усть-Джегутинский район;2400
Центральный федеральный округ;Костромская Область;Нерехтский район;2400
Центральный федеральный округ;Костромская Область;г. Кострома;2400
Южный федеральный округ;Краснодарский Край;Абинский район;1700
Южный федеральный округ;Краснодарский Край;Апшеронский район;2300
Южный федеральный округ;Краснодарский Край;Белореченский район;2300
Южный федеральный округ;Краснодарский Край;г. Анапа;1700
Южный федеральный округ;Краснодарский Край;г. Армавир;2300
Южный федеральный округ;Краснодарский Край;г. Геленджик;1900
Южный федеральный округ;Краснодарский Край;г. Горячий Ключ;2100
Южный федеральный округ;Краснодарский Край;г. Краснодар;2400
Южный федеральный округ;Краснодарский Край;г. Кропоткин;2300
Южный федеральный округ;Краснодарский Край;г. Новороссийск;1900
Южный федеральный округ;Краснодарский Край;г. Приморско-Ахтарск;1900
Южный федеральный округ;Краснодарский Край;г. Сочи;2800
Южный федеральный округ;Краснодарский Край;Гулькевичский район;2300
Южный федеральный округ;Краснодарский Край;Ейский район;2400
Южный федеральный округ;Краснодарский Край;Кореновский район;1900
Южный федеральный округ;Краснодарский Край;Крымский район;1700
Южный федеральный округ;Краснодарский Край;Курганинский район;2300
Южный федеральный округ;Краснодарский Край;Лабинский район;2800
Южный федеральный округ;Краснодарский Край;Новокубанский район;2300
Южный федеральный округ;Краснодарский Край;Славянский район;1900
Южный федеральный округ;Краснодарский Край;Темрюкский район;1900
Южный федеральный округ;Краснодарский Край;Тимашевский район;1900
Южный федеральный округ;Краснодарский Край;Тихорецкий район;2300
Южный федеральный округ;Краснодарский Край;Туапсинский район;2300
Южный федеральный округ;Краснодарский Край;Усть-Лабинский район;1900
Южный федеральный округ;Крым Республика;Бахчисарайский район;2800
Южный федеральный округ;Крым Республика;Белогорский район;2800
Южный федеральный округ;Крым Республика;г. Алупка;2800
Южный федеральный округ;Крым Республика;г. Алушта;2800
Южный федеральный округ;Крым Республика;г. Евпатория;2800
Южный федеральный округ;Крым Республика;г. Симферополь;2800
Южный федеральный округ;Крым Республика;г. Судак;2800
Южный федеральный округ;Крым Республика;г. Феодосия;2800
Южный федеральный округ;Крым Республика;г. Ялта;2800
Южный федеральный округ;Крым Республика;городской округ Армянск;2800
Южный федеральный округ;Крым Республика;городской округ Керчь;2800
Южный федеральный округ;Крым Республика;Джанкойский район;2800
Южный федеральный округ;Крым Республика;Кировский район;2800
Южный федеральный округ;Крым Республика;Красноперекопский район;2800
Южный федеральный округ;Крым Республика;Ленинский район;2800
Южный федеральный округ;Крым Республика;Сакский район;2800
Центральный федеральный округ;Курская Область;г. Курск;1800
Центральный федеральный округ;Курская Область;Железногорский район;1800
Центральный федеральный округ;Курская Область;Фатежский район;2460
Центральный федеральный округ;Курская Область;Щигровский район;1800
Северо-Западный федеральный округ;Ленинградская Область;Бокситогорский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Волосовский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Волховский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Всеволожский район;2700
Северо-Западный федеральный округ;Ленинградская Область;Выборгский район;2850
Северо-Западный федеральный округ;Ленинградская Область;г. Гатчина;2700
Северо-Западный федеральный округ;Ленинградская Область;г. Коммунар;2700
Северо-Западный федеральный округ;Ленинградская Область;г. Кудрово;2700
Северо-Западный федеральный округ;Ленинградская Область;г. Мурино;2700
Северо-Западный федеральный округ;Ленинградская Область;г. Сосновый Бор;2850
Северо-Западный федеральный округ;Ленинградская Область;Киришский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Кировский район;2700
Северо-Западный федеральный округ;Ленинградская Область;Лодейнопольский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Лужский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Подпорожский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Тихвинский район;2850
Северо-Западный федеральный округ;Ленинградская Область;Тосненский район;2700
Северо-Западный федеральный округ;Ленинградская Область;Тосненский район;2700
Центральный федеральный округ;Липецкая Область;Воловский район;1800
Центральный федеральный округ;Липецкая Область;г. Липецк;1500
Центральный федеральный округ;Липецкая Область;Грязинский район;1800
Центральный федеральный округ;Липецкая Область;Данковский район;1800
Центральный федеральный округ;Липецкая Область;Добринский район;1800
Центральный федеральный округ;Липецкая Область;Добровский район;1800
Центральный федеральный округ;Липецкая Область;Долгоруковский район;1800
Центральный федеральный округ;Липецкая Область;Елецкий район;1800
Центральный федеральный округ;Липецкая Область;Задонский район;1800
Центральный федеральный округ;Липецкая Область;Измалковский район;1800
Центральный федеральный округ;Липецкая Область;Краснинский район;1800
Центральный федеральный округ;Липецкая Область;Лебедянский район;1800
Центральный федеральный округ;Липецкая Область;Лев-Толстовский район;1800
Центральный федеральный округ;Липецкая Область;Липецкий район;1800
Центральный федеральный округ;Липецкая Область;Становлянский район;1800
Центральный федеральный округ;Липецкая Область;Тербунский район;1800
Центральный федеральный округ;Липецкая Область;Усманский район;1800
Центральный федеральный округ;Липецкая Область;Хлевенский район;1800
Центральный федеральный округ;Липецкая Область;Чаплыгинский район;1800
Центральный федеральный округ;Москва;Москва в пределах МКАД;2700
Центральный федеральный округ;Москва;Внуковское;2700
Центральный федеральный округ;Москва;Вороновское;2700
Центральный федеральный округ;Москва;Воскресенское;2700
Центральный федеральный округ;Москва;Десеновское;2700
Центральный федеральный округ;Москва;Зеленоград;2700
Центральный федеральный округ;Москва;Киевский;2700
Центральный федеральный округ;Москва;Кленовское;2700
Центральный федеральный округ;Москва;Кокошкино;2700
Центральный федеральный округ;Москва;Краснопахорское;2700
Центральный федеральный округ;Москва;Марушкинское;2700
Центральный федеральный округ;Москва;Михайлово-Ярцевское Поселение;2700
Центральный федеральный округ;Москва;Московский;2700
Центральный федеральный округ;Москва;Мосрентген;2700
Центральный федеральный округ;Москва;Новофедоровское;2700
Центральный федеральный округ;Москва;Первомайское;2700
Центральный федеральный округ;Москва;Роговское Поселение;2700
Центральный федеральный округ;Москва;Рязановское;2700
Центральный федеральный округ;Москва;Сосенское;2700
Центральный федеральный округ;Москва;Троицк;2700
Центральный федеральный округ;Москва;Филимонковское;2700
Центральный федеральный округ;Москва;Щаповское Поселение;2700
Центральный федеральный округ;Москва;Щербинка;2700
Центральный федеральный округ;Московская Область;Апрелевка;2700
Центральный федеральный округ;Московская Область;Балашиха;2700
Центральный федеральный округ;Московская Область;Бронницы;2700
Центральный федеральный округ;Московская Область;Верея;2600
Центральный федеральный округ;Московская Область;Видное;2700
Центральный федеральный округ;Московская Область;Волоколамск;2600
Центральный федеральный округ;Московская Область;Воскресенск;2600
Центральный федеральный округ;Московская Область;Высоковск;2600
Центральный федеральный округ;Московская Область;Голицыно;2700
Центральный федеральный округ;Московская Область;Дедовск;2700
Центральный федеральный округ;Московская Область;Дзержинский;2700
Центральный федеральный округ;Московская Область;Дмитров;2700
Центральный федеральный округ;Московская Область;Долгопрудный;2700
Центральный федеральный округ;Московская Область;Домодедово;2700
Центральный федеральный округ;Московская Область;Дрезна;2600
Центральный федеральный округ;Московская Область;Дубна;2600
Центральный федеральный округ;Московская Область;Егорьевск;2600
Центральный федеральный округ;Московская Область;Жуковский;2700
Центральный федеральный округ;Московская Область;Зарайск;2600
Центральный федеральный округ;Московская Область;Звенигород;2700
Центральный федеральный округ;Московская Область;Ивантеевка;2700
Центральный федеральный округ;Московская Область;Истра;2700
Центральный федеральный округ;Московская Область;Кашира;2600
Центральный федеральный округ;Московская Область;Клин;2600
Центральный федеральный округ;Московская Область;Коломна;2600
Центральный федеральный округ;Московская Область;Королев;2700
Центральный федеральный округ;Московская Область;Котельники;2700
Центральный федеральный округ;Московская Область;Красноармейск;2700
Центральный федеральный округ;Московская Область;Красногорск;2700
Центральный федеральный округ;Московская Область;Краснозаводск;2600
Центральный федеральный округ;Московская Область;Краснознаменск;2600
Центральный федеральный округ;Московская Область;Кубинка;2700
Центральный федеральный округ;Московская Область;Куровское;2600
Центральный федеральный округ;Московская Область;Ликино-Дулёво;2600
Центральный федеральный округ;Московская Область;Лобня;2700
Центральный федеральный округ;Московская Область;Лосино-Петровский;2700
Центральный федеральный округ;Московская Область;Луховицы;2600
Центральный федеральный округ;Московская Область;Лыткарино;2700
Центральный федеральный округ;Московская Область;Люберцы;2700
Центральный федеральный округ;Московская Область;Можайск;2600
Центральный федеральный округ;Московская Область;Мытищи;2700
Центральный федеральный округ;Московская Область;Наро-Фоминск;2700
Центральный федеральный округ;Московская Область;Ногинск;2700
Центральный федеральный округ;Московская Область;Одинцово;2700
Центральный федеральный округ;Московская Область;Ожерелье;2600
Центральный федеральный округ;Московская Область;Озеры;2600
Центральный федеральный округ;Московская Область;Орехово-Зуево;2600
Центральный федеральный округ;Московская Область;Павловский Посад;2700
Центральный федеральный округ;Московская Область;Пересвет;2600
Центральный федеральный округ;Московская Область;Подольск;2700
Центральный федеральный округ;Московская Область;Протвино;2600
Центральный федеральный округ;Московская Область;Пушкино;2700
Центральный федеральный округ;Московская Область;Пущино;2600
Центральный федеральный округ;Московская Область;Раменское;2700
Центральный федеральный округ;Московская Область;Реутов;2700
Центральный федеральный округ;Московская Область;Рошаль;2600
Центральный федеральный округ;Московская Область;Руза;2600
Центральный федеральный округ;Московская Область;Сергиев Посад;2700
Центральный федеральный округ;Московская Область;Серпухов;2700
Центральный федеральный округ;Московская Область;Солнечногорск;2600
Центральный федеральный округ;Московская Область;Старая Купавна;2700
Центральный федеральный округ;Московская Область;Ступино;2700
Центральный федеральный округ;Московская Область;Талдом;2600
Центральный федеральный округ;Московская Область;Фрязино;2700
Центральный федеральный округ;Московская Область;Химки;2700
Центральный федеральный округ;Московская Область;Хотьково;2700
Центральный федеральный округ;Московская Область;Черноголовка;2700
Центральный федеральный округ;Московская Область;Чехов;2700
Центральный федеральный округ;Московская Область;Шатура;2600
Центральный федеральный округ;Московская Область;Щелково;2700
Центральный федеральный округ;Московская Область;Электрогорск;2600
Центральный федеральный округ;Московская Область;Электросталь;2700
Центральный федеральный округ;Московская Область;Электроугли;2700
Центральный федеральный округ;Московская Область;Яхрома;2700
Приволжский федеральный округ;Нижегородская Область;Балахнинский район;2600
Приволжский федеральный округ;Нижегородская Область;Богородский район;2600
Приволжский федеральный округ;Нижегородская Область;г. Бор;2600
Приволжский федеральный округ;Нижегородская Область;г. Ворсма;2600
Приволжский федеральный округ;Нижегородская Область;г. Дзержинск;2600
Приволжский федеральный округ;Нижегородская Область;г. Нижний Новгород;2600
Приволжский федеральный округ;Нижегородская Область;Павловский район;2600
Северо-Западный федеральный округ;Новгородская Область;Боровичи;2850
Северо-Западный федеральный округ;Новгородская Область;Валдай;2850
Северо-Западный федеральный округ;Новгородская Область;Великий Новгород;2850
Северо-Западный федеральный округ;Новгородская Область;Малая Вишера;2850
Северо-Западный федеральный округ;Новгородская Область;Окуловка;2850
Северо-Западный федеральный округ;Новгородская Область;Сольцы;2850
Северо-Западный федеральный округ;Новгородская Область;Старая Русса;2850
Северо-Западный федеральный округ;Новгородская Область;Чудово;2850
Центральный федеральный округ;Орловская Область;Болховский Район;2650
Центральный федеральный округ;Орловская Область;Верховский район;2650
Центральный федеральный округ;Орловская Область;г. Орёл;1800
Центральный федеральный округ;Орловская Область;Глазуновский район;2650
Центральный федеральный округ;Орловская Область;Дмитровский район;2650
Центральный федеральный округ;Орловская Область;Должанский район;2650
Центральный федеральный округ;Орловская Область;Залегощенский район;2650
Центральный федеральный округ;Орловская Область;Знаменский район;2650
Центральный федеральный округ;Орловская Область;Колпнянский район;2650
Центральный федеральный округ;Орловская Область;Корсаковский район;2650
Центральный федеральный округ;Орловская Область;Краснозоренский район;2650
Центральный федеральный округ;Орловская Область;Кромской район;2650
Центральный федеральный округ;Орловская Область;Ливенский район;1800
Центральный федеральный округ;Орловская Область;Малоархангельский район;2650
Центральный федеральный округ;Орловская Область;Мценский район;1800
Центральный федеральный округ;Орловская Область;Новодеревеньковский район;2650
Центральный федеральный округ;Орловская Область;Новосильский район;2650
Центральный федеральный округ;Орловская Область;Орловский район;2650
Центральный федеральный округ;Орловская Область;Покровский район;2650
Центральный федеральный округ;Орловская Область;Свердловский район;2650
Центральный федеральный округ;Орловская Область;Сосковский район;2650
Центральный федеральный округ;Орловская Область;Троснянский район;2650
Центральный федеральный округ;Орловская Область;Урицкий район;2650
Центральный федеральный округ;Орловская Область;Хотынецкий район;2650
Центральный федеральный округ;Орловская Область;Шаблыкинский район;2650
Северо-Западный федеральный округ;Псковская Область;г. Дно;2850
Северо-Западный федеральный округ;Псковская Область;г. Псков;2850
Северо-Западный федеральный округ;Псковская Область;Островский район;2850
Северо-Западный федеральный округ;Псковская Область;Порховский район;2850
Северо-Кавказский федеральный округ;Республика Ингушетия;г. Карабулак;2400
Северо-Кавказский федеральный округ;Республика Ингушетия;г. Магас;2400
Северо-Кавказский федеральный округ;Республика Ингушетия;г. Малгобек;2400
Северо-Кавказский федеральный округ;Республика Ингушетия;г. Назрань;2400
Северо-Кавказский федеральный округ;Республика Ингушетия;г. Сунжа;2400
Северо-Западный федеральный округ;Республика Карелия;г. Олонец;2850
Северо-Западный федеральный округ;Республика Карелия;г. Петрозаводск;2850
Приволжский федеральный округ;Республика Марий Эл;г. Звенигово;2400
Приволжский федеральный округ;Республика Марий Эл;г. Йошкар-Ола;2400
Северо-Кавказский федеральный округ;Республика Северная Осетия - Алания;Ардонский район;2400
Северо-Кавказский федеральный округ;Республика Северная Осетия - Алания;г. Беслан;2400
Северо-Кавказский федеральный округ;Республика Северная Осетия - Алания;г. Владикавказ;2400
Северо-Кавказский федеральный округ;Республика Северная Осетия - Алания;Дигорский район;2400
Северо-Кавказский федеральный округ;Республика Северная Осетия - Алания;Моздокский район;2400
Южный федеральный округ;Ростовская Область;Азовский район;2400
Южный федеральный округ;Ростовская Область;Аксайский район;2400
Южный федеральный округ;Ростовская Область;г. Батайск;2400
Южный федеральный округ;Ростовская Область;Белокалитвинский район;2400
Южный федеральный округ;Ростовская Область;г. Гуково;2400
Южный федеральный округ;Ростовская Область;г. Донецк;2400
Южный федеральный округ;Ростовская Область;г. Зверево;2400
Южный федеральный округ;Ростовская Область;г. Каменск-Шахтинский;2400
Южный федеральный округ;Ростовская Область;Красносулинский район;2400
Южный федеральный округ;Ростовская Область;Миллеровский район;2400
Южный федеральный округ;Ростовская Область;г. Новочеркасск;2400
Южный федеральный округ;Ростовская Область;г. Новошахтинск;2400
Южный федеральный округ;Ростовская Область;г. Ростов-на-Дону;2400
Южный федеральный округ;Ростовская Область;г. Таганрог;2400
Южный федеральный округ;Ростовская Область;г. Шахты;2400
Южный федеральный округ;Ростовская Область;г. Волгодонск;2400
Южный федеральный округ;Ростовская Область;Зерноградский район;2400
Южный федеральный округ;Ростовская Область;Константиновский район;2400
Южный федеральный округ;Ростовская Область;Пролетарский район;2400
Южный федеральный округ;Ростовская Область;Сальский район;2400
Южный федеральный округ;Ростовская Область;Семикаракорский район;2400
Южный федеральный округ;Ростовская Область;Цимлянский район;2400
Центральный федеральный округ;Рязанская Область;Александро-Невский район;2650
Центральный федеральный округ;Рязанская Область;г. Рязань;1800
Центральный федеральный округ;Рязанская Область;Ермишинский район;2650
Центральный федеральный округ;Рязанская Область;Захаровский район;2650
Центральный федеральный округ;Рязанская Область;Кадомский район;2650
Центральный федеральный округ;Рязанская Область;Касимовский район;2650
Центральный федеральный округ;Рязанская Область;Клепиковский район;2460
Центральный федеральный округ;Рязанская Область;Кораблинский район;1800
Центральный федеральный округ;Рязанская Область;Милославский район;2650
Центральный федеральный округ;Рязанская Область;Михайловский район;2350
Центральный федеральный округ;Рязанская Область;Пителенский район;2650
Центральный федеральный округ;Рязанская Область;Пронский район;2350
Центральный федеральный округ;Рязанская Область;Путятинский район;2650
Центральный федеральный округ;Рязанская Область;Рыбновский район;2350
Центральный федеральный округ;Рязанская Область;Ряжский район;1800
Центральный федеральный округ;Рязанская Область;Рязанский район;2650
Центральный федеральный округ;Рязанская Область;Сапожковский район;2650
Центральный федеральный округ;Рязанская Область;Сараевский район;2650
Центральный федеральный округ;Рязанская Область;Сасовский район;2650
Центральный федеральный округ;Рязанская Область;Скопинский район;1800
Центральный федеральный округ;Рязанская Область;Спасский район;2350
Центральный федеральный округ;Рязанская Область;Старожиловский район;2650
Центральный федеральный округ;Рязанская Область;Ухоловский район;2650
Центральный федеральный округ;Рязанская Область;Чучковский район;2650
Центральный федеральный округ;Рязанская Область;Шацкий район;2650
Центральный федеральный округ;Рязанская Область;Шиловский район;2650
Приволжский федеральный округ;Самарская Область;г. Жигулевск;2400
Приволжский федеральный округ;Самарская Область;Кинельский район;2400
Приволжский федеральный округ;Самарская Область;г. Новокуйбышевск;2400
Приволжский федеральный округ;Самарская Область;г. Октябрьск;2400
Приволжский федеральный округ;Самарская Область;г. Самара;2400
Приволжский федеральный округ;Самарская Область;Сызранский район;2400
Приволжский федеральный округ;Самарская Область;г. Тольятти;2400
Приволжский федеральный округ;Самарская Область;г. Чапаевск;2400
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Колпино;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Красное Село;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Кронштадт;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Ломоносов;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Павловск;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Петергоф;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Пушкин;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Сестрорецк;2700
Северо-Западный федеральный округ;Санкт-Петербург и пригород;Зеленогорск;2700
Приволжский федеральный округ;Саратовская Область;Аркадакский район;2400
Приволжский федеральный округ;Саратовская Область;Аткарский район;2400
Приволжский федеральный округ;Саратовская Область;Балашовский район;2400
Приволжский федеральный округ;Саратовская Область;Калининский район;2400
Приволжский федеральный округ;Саратовская Область;Ртищевский район;2400
Приволжский федеральный округ;Саратовская Область;г. Саратов;2400
Приволжский федеральный округ;Саратовская Область;Энгельсский район;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Изобильный;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Ипатово;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Железноводск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Зеленокумск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Кисловодск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Лермонтов;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Минеральные Воды;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Михайловск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Невинномысск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Нефтекумск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Новоалександровск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Новопавловск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Пятигорск;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Светлоград;2400
Северо-Кавказский федеральный округ;Ставропольский Край;Ставрополь;2400
Центральный федеральный округ;Тамбовская Область;Жердевский район;2650
Центральный федеральный округ;Тамбовская Область;г. Котовск;1800
Центральный федеральный округ;Тамбовская Область;Мичуринский район;1800
Центральный федеральный округ;Тамбовская Область;Рассказовский район;1800
Центральный федеральный округ;Тамбовская Область;г. Тамбов;1800
Центральный федеральный округ;Тамбовская Область;Уваровский район;2460
Центральный федеральный округ;Тамбовская Область;г. Кирсанов;2350
Центральный федеральный округ;Тамбовская Область;г. Моршанск;2350
Центральный федеральный округ;Тамбовская Область;Мучкапский район;2650
Центральный федеральный округ;Тамбовская Область;Никифоровский район;2650
Центральный федеральный округ;Тамбовская Область;Моршанский район;2650
Центральный федеральный округ;Тамбовская Область;Тамбовский район;2650
Центральный федеральный округ;Тамбовская Область;Петровский район;2650
Центральный федеральный округ;Тамбовская Область;Знаменский район;2650
Центральный федеральный округ;Тамбовская Область;Пичаевский район;2650
Центральный федеральный округ;Тамбовская Область;Сосновский район;2650
Центральный федеральный округ;Тамбовская Область;Мордовский район;2650
Центральный федеральный округ;Тамбовская Область;Сампурский район;2650
Центральный федеральный округ;Тамбовская Область;Инжавинский район;2650
Центральный федеральный округ;Тамбовская Область;Ржаксинский район;2650
Центральный федеральный округ;Тамбовская Область;Староюрьевский район;2650
Приволжский федеральный округ;Татарстан Республика;Елабужский район;2400
Приволжский федеральный округ;Татарстан Республика;Зеленодольский район;2400
Приволжский федеральный округ;Татарстан Республика;г. Казань;2400
Приволжский федеральный округ;Татарстан Республика;Лаишевский район;2400
Приволжский федеральный округ;Татарстан Республика;Мамадышский район;2400
Приволжский федеральный округ;Татарстан Республика;Менделеевский район;2400
Приволжский федеральный округ;Татарстан Республика;г. Набережные Челны;2400
Приволжский федеральный округ;Татарстан Республика;Нижнекамский район;2400
Центральный федеральный округ;Тверская Область;г. Тверь;2850
Центральный федеральный округ;Тульская Область;Алексинский район;1700
Центральный федеральный округ;Тульская Область;Белевский район;2000
Центральный федеральный округ;Тульская Область;Богородицкий район;2400
Центральный федеральный округ;Тульская Область;Веневский район;2000
Центральный федеральный округ;Тульская Область;г. Донской;2400
Центральный федеральный округ;Тульская Область;г. Тула;2400
Центральный федеральный округ;Тульская Область;Ефремовский район;2400
